,total,paid_total,balance,breakdowns_labor_0_hours,breakdowns_labor_0_rate,breakdowns_material_0_rate,Slug,Total,Labor0Breakdown_quantity0total0,Labor0Breakdown_hourstotal,Labor0Breakdown_ratetotal,target
421,11992.0,11992.0,0.0,0.0,0.0,0.0,1233.0,11992.0,0.0,0.0,0.0,0
422,750.0,750.0,0.0,0.0,0.0,0.0,1235.0,750.0,0.0,0.0,0.0,0
423,900.0,900.0,0.0,0.0,0.0,0.0,1238.0,900.0,0.0,0.0,0.0,0
424,2084.0,2084.0,0.0,0.0,0.0,0.0,1239.0,2084.0,0.0,0.0,0.0,0
425,2084.0,2084.0,0.0,0.0,0.0,0.0,1240.0,2084.0,0.0,0.0,0.0,0
426,6128.0,6128.0,0.0,0.0,0.0,0.0,1242.0,6128.0,0.0,0.0,0.0,0
427,6511.0,6511.0,0.0,0.0,0.0,0.0,1247.0,6511.0,0.0,0.0,0.0,0
428,378.0,378.0,0.0,0.0,0.0,0.0,1249.0,378.0,0.0,0.0,0.0,0
429,5000.0,5000.0,0.0,0.0,0.0,0.0,1250.0,5000.0,0.0,0.0,0.0,0
430,800.0,800.0,0.0,0.0,0.0,0.0,1252.0,800.0,0.0,0.0,0.0,0
431,1834.0,1834.0,0.0,0.0,0.0,0.0,1253.0,1834.0,0.0,0.0,0.0,0
432,10532.0,10532.0,0.0,0.0,0.0,0.0,1254.0,10532.0,0.0,0.0,0.0,0
433,15000.0,15000.0,0.0,0.0,0.0,0.0,1262.0,15000.0,0.0,0.0,0.0,0
434,5685.0,5685.0,0.0,0.0,0.0,0.0,1263.0,5685.0,0.0,0.0,0.0,0
435,3795.0,0.0,3795.0,0.0,0.0,0.0,1265.0,3795.0,0.0,0.0,0.0,0
436,3500.0,3500.0,0.0,0.0,0.0,0.0,1266.0,3500.0,0.0,0.0,0.0,0
437,937.0,937.0,0.0,0.0,0.0,0.0,1267.0,937.0,0.0,0.0,0.0,0
438,3900.0,3900.0,0.0,0.0,0.0,0.0,1268.0,3900.0,0.0,0.0,0.0,0
439,1324.0,1324.0,0.0,0.0,0.0,0.0,1270.0,1324.0,0.0,0.0,0.0,0
440,14455.0,14455.0,0.0,0.0,0.0,0.0,1271.0,14455.0,0.0,0.0,0.0,0
441,3470.0,3470.0,0.0,0.0,0.0,0.0,1276.0,3470.0,0.0,0.0,0.0,0
442,9000.0,0.0,9000.0,0.0,0.0,0.0,1277.0,9000.0,0.0,0.0,0.0,0
443,2735.0,2735.0,0.0,0.0,0.0,0.0,1281.0,2735.0,0.0,0.0,0.0,0
444,906.0,906.0,0.0,0.0,0.0,0.0,1284.0,906.0,0.0,0.0,0.0,0
445,2585.0,2585.0,0.0,0.0,0.0,0.0,1285.0,2585.0,0.0,0.0,0.0,0
446,3575.0,3575.0,0.0,0.0,0.0,0.0,1286.0,3575.0,0.0,0.0,0.0,0
447,855.0,855.0,0.0,0.0,0.0,0.0,1287.0,855.0,0.0,0.0,0.0,0
448,0.0,24506.0,-24506.0,0.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,0
449,0.0,2768.0,-2768.0,0.0,0.0,0.0,1301.0,0.0,0.0,0.0,0.0,0
450,0.0,5600.0,-5600.0,0.0,0.0,0.0,1303.0,0.0,0.0,0.0,0.0,0
451,0.0,15014.0,-15014.0,0.0,0.0,0.0,1305.0,0.0,0.0,0.0,0.0,0
452,5500.0,5500.0,0.0,0.0,0.0,0.0,1317.0,5500.0,0.0,0.0,0.0,0
453,19500.0,19500.0,0.0,0.0,0.0,0.0,1318.0,19500.0,0.0,0.0,0.0,0
454,25600.0,25600.0,0.0,0.0,0.0,0.0,1319.0,25600.0,0.0,0.0,0.0,0
455,34500.0,34500.0,0.0,0.0,0.0,0.0,1321.0,34500.0,0.0,0.0,0.0,0
456,6250.0,6250.0,0.0,0.0,0.0,0.0,1324.0,6250.0,0.0,0.0,0.0,0
457,1538.0,1538.0,0.0,0.0,0.0,0.0,1327.0,1538.0,0.0,0.0,0.0,0
458,21000.0,21000.0,0.0,0.0,0.0,0.0,1343.0,21000.0,0.0,0.0,0.0,0
459,5600.0,5600.0,0.0,0.0,0.0,0.0,1346.0,5600.0,0.0,0.0,0.0,0
460,6000.0,6000.0,0.0,0.0,0.0,0.0,1347.0,6000.0,0.0,0.0,0.0,0
461,0.0,25179.0,-25179.0,0.0,0.0,0.0,1351.0,0.0,0.0,0.0,0.0,0
462,2800.0,2800.0,0.0,0.0,0.0,0.0,1355.0,2800.0,0.0,0.0,0.0,0
463,18000.0,18000.0,0.0,0.0,0.0,0.0,1357.0,18000.0,0.0,0.0,0.0,0
464,5000.0,5000.0,0.0,0.0,0.0,0.0,1359.0,5000.0,0.0,0.0,0.0,0
465,4051.0,4051.0,0.0,0.0,0.0,0.0,1362.0,4051.0,0.0,0.0,0.0,0
466,-1400.0,-1400.0,0.0,0.0,0.0,0.0,1363.0,-1400.0,0.0,0.0,0.0,0
467,48500.0,0.0,48500.0,0.0,0.0,0.0,1365.0,48500.0,0.0,0.0,0.0,0
468,30255.0,30255.0,0.0,0.0,0.0,0.0,1368.0,30255.0,0.0,0.0,0.0,0
469,120500.0,120500.0,0.0,0.0,0.0,0.0,1373.0,120500.0,0.0,0.0,0.0,0
470,2179.0,2179.0,0.0,0.0,0.0,0.0,1377.0,2179.0,0.0,0.0,0.0,0
471,2000.0,2000.0,0.0,0.0,0.0,0.0,1379.0,2000.0,0.0,0.0,0.0,0
472,1395.0,1395.0,0.0,0.0,0.0,0.0,1381.0,1395.0,0.0,0.0,0.0,0
473,3420.0,3420.0,0.0,0.0,0.0,0.0,1385.0,3420.0,0.0,0.0,0.0,0
474,5140.44,5140.0,0.44,0.0,0.0,0.0,1386.0,5140.44,0.0,0.0,0.0,0
475,3820.0,3820.0,0.0,0.0,0.0,0.0,1387.0,3820.0,0.0,0.0,0.0,0
476,6875.0,6875.0,0.0,0.0,0.0,0.0,1390.0,6875.0,0.0,0.0,0.0,0
477,10550.0,10550.0,0.0,0.0,0.0,0.0,1393.0,10550.0,0.0,0.0,0.0,0
478,6085.0,6085.0,0.0,0.0,0.0,0.0,1396.0,6085.0,0.0,0.0,0.0,0
479,10415.0,10415.0,0.0,0.0,0.0,0.0,1397.0,10415.0,0.0,0.0,0.0,0
480,17100.0,17100.0,0.0,0.0,0.0,0.0,1398.0,17100.0,0.0,0.0,0.0,0
481,3868.1,3868.1,0.0,0.0,0.0,0.0,1399.0,3868.1,0.0,0.0,0.0,0
482,20000.0,20000.0,0.0,0.0,0.0,0.0,1400.0,20000.0,0.0,0.0,0.0,0
483,2000.0,2000.0,0.0,0.0,0.0,0.0,1401.0,2000.0,0.0,0.0,0.0,0
484,8000.0,8000.0,0.0,0.0,0.0,0.0,1402.0,8000.0,0.0,0.0,0.0,0
485,31875.0,31875.0,0.0,0.0,0.0,0.0,1403.0,31875.0,0.0,0.0,0.0,0
486,4065.0,4065.0,0.0,0.0,0.0,0.0,1416.0,4065.0,0.0,0.0,0.0,0
487,1780.0,1780.0,0.0,0.0,0.0,0.0,1417.0,1780.0,1.0,14.0,165.0,0
488,3855.0,3855.0,0.0,0.0,0.0,0.0,1419.0,3855.0,2.0,21.0,325.0,0
489,4750.0,4750.0,0.0,0.0,0.0,0.0,1420.0,4750.0,2.0,22.0,405.0,0
490,4477.0,4477.0,0.0,0.0,0.0,0.0,1421.0,4477.0,2.0,23.0,405.0,0
491,904.0,904.0,0.0,0.0,0.0,0.0,1429.0,904.0,6.0,8.0,0.0,0
492,3085.0,3085.0,0.0,0.0,0.0,0.0,1430.0,3085.0,2.0,16.0,325.0,0
493,176000.0,176000.0,0.0,0.0,0.0,0.0,1432.0,176000.0,0.0,0.0,0.0,0
494,7450.0,7450.0,0.0,0.0,0.0,0.0,1433.0,7450.0,0.0,0.0,0.0,0
495,4206.0,4206.0,0.0,0.0,0.0,0.0,1434.0,4206.0,0.0,0.0,0.0,0
496,32000.0,32000.0,0.0,0.0,0.0,0.0,1438.0,32000.0,0.0,0.0,0.0,0
497,8440.0,8440.0,0.0,0.0,0.0,0.0,1439.0,8440.0,3.0,35.0,325.0,0
498,1635.0,1635.0,0.0,0.0,0.0,0.0,1440.0,1635.0,2.0,9.0,325.0,0
499,650.0,650.0,0.0,0.0,0.0,0.0,1441.0,650.0,0.0,0.0,0.0,0
500,2500.0,2500.0,0.0,0.0,0.0,0.0,1442.0,2500.0,0.0,0.0,0.0,0
501,2000.0,2000.0,0.0,0.0,0.0,0.0,1445.0,5325.0,2.0,35.0,262.0,0
502,2575.0,2575.0,0.0,0.0,0.0,0.0,1446.0,2575.0,2.0,14.0,325.0,0
503,700.0,700.0,0.0,0.0,0.0,0.0,1447.0,700.0,0.0,0.0,0.0,0
504,6000.0,6000.0,0.0,0.0,0.0,0.0,1449.0,6000.0,0.0,0.0,0.0,0
505,5000.0,5000.0,0.0,0.0,0.0,0.0,1453.0,5000.0,0.0,0.0,0.0,0
506,14710.0,14710.0,0.0,0.0,0.0,0.0,1457.0,14710.0,0.0,0.0,0.0,0
507,1465.0,1465.0,0.0,0.0,0.0,0.0,1460.0,1465.0,0.0,0.0,0.0,0
508,6560.0,6560.0,0.0,0.0,0.0,0.0,1464.0,6560.0,0.0,0.0,0.0,0
509,11855.0,11855.0,0.0,0.0,0.0,0.0,1465.0,11855.0,0.0,0.0,0.0,0
510,32300.0,32300.0,0.0,0.0,0.0,0.0,1466.0,32300.0,0.0,0.0,0.0,0
511,10280.0,10280.0,0.0,0.0,0.0,0.0,1467.0,10280.0,0.0,0.0,0.0,0
512,815.0,815.0,0.0,0.0,0.0,0.0,1468.0,815.0,0.0,0.0,0.0,0
513,4495.0,0.0,4495.0,0.0,0.0,0.0,1471.0,4495.0,3.0,14.0,405.0,0
514,-1090.91,-1090.0,-0.91,0.0,0.0,0.0,1488.0,-1090.91,0.0,0.0,0.0,0
515,9818.3,9818.0,0.3,0.0,0.0,0.0,1493.0,9818.3,0.0,0.0,0.0,0
516,12800.0,12800.0,0.0,0.0,0.0,0.0,1495.0,12800.0,0.0,0.0,0.0,0
517,6200.0,6200.0,0.0,0.0,0.0,0.0,1496.0,6200.0,0.0,0.0,0.0,0
518,1820.0,1820.0,0.0,0.0,0.0,0.0,1497.0,1820.0,0.0,0.0,0.0,0
519,2200.0,2200.0,0.0,0.0,0.0,0.0,1498.0,2200.0,0.0,0.0,0.0,0
520,4565.0,4565.0,0.0,0.0,0.0,0.0,1500.0,4565.0,0.0,0.0,0.0,0
521,1500.0,1500.0,0.0,0.0,0.0,0.0,1506.0,1500.0,0.0,0.0,0.0,0
522,1240.0,1240.0,0.0,0.0,0.0,0.0,1507.0,1240.0,2.0,5.0,0.0,0
523,1400.0,1400.0,0.0,0.0,0.0,0.0,1508.0,1400.0,0.0,0.0,0.0,0
524,815.0,815.0,0.0,0.0,0.0,0.0,1510.0,815.0,0.0,0.0,0.0,0
525,-6025.0,-6025.0,0.0,0.0,0.0,0.0,1516.0,-6025.0,0.0,0.0,0.0,0
526,1435.0,1435.0,0.0,0.0,0.0,0.0,1518.0,1435.0,0.0,0.0,0.0,0
527,11410.0,11410.0,0.0,0.0,0.0,0.0,1519.0,11410.0,0.0,0.0,0.0,0
528,6860.0,6860.0,0.0,0.0,0.0,0.0,1520.0,6860.0,0.0,0.0,0.0,0
529,25520.0,25520.0,0.0,0.0,0.0,0.0,1521.0,25520.0,0.0,0.0,0.0,0
530,6200.0,6200.0,0.0,0.0,0.0,0.0,1522.0,6200.0,0.0,0.0,0.0,0
531,3500.0,3500.0,0.0,0.0,0.0,0.0,1523.0,3500.0,0.0,0.0,0.0,0
532,8965.0,8965.0,0.0,0.0,0.0,0.0,1527.0,8965.0,0.0,0.0,0.0,0
533,5647.0,5647.0,0.0,0.0,0.0,0.0,1528.0,5647.0,0.0,0.0,0.0,0
534,13121.5,13121.0,0.5,0.0,0.0,0.0,1531.0,13121.5,0.0,0.0,0.0,0
535,29235.0,29235.0,0.0,0.0,0.0,0.0,1532.0,29235.0,0.0,0.0,0.0,0
536,2000.0,2000.0,0.0,0.0,0.0,0.0,1533.0,2000.0,0.0,0.0,0.0,0
537,4276.0,4276.0,0.0,0.0,0.0,0.0,1534.0,4276.0,0.0,0.0,0.0,0
538,2800.0,2800.0,0.0,0.0,0.0,0.0,1536.0,2800.0,0.0,0.0,0.0,0
539,2890.0,2890.0,0.0,0.0,0.0,0.0,1539.0,2890.0,0.0,0.0,0.0,0
540,4065.0,4065.0,0.0,0.0,0.0,0.0,1541.0,4065.0,0.0,0.0,0.0,0
541,1150.0,1150.0,0.0,0.0,0.0,0.0,1543.0,1150.0,0.0,0.0,0.0,0
542,10740.0,10740.0,0.0,0.0,0.0,0.0,1544.0,10740.0,0.0,0.0,0.0,0
543,4030.0,4030.0,0.0,0.0,0.0,0.0,1545.0,4030.0,0.0,0.0,0.0,0
544,5720.0,5720.0,0.0,0.0,0.0,0.0,1547.0,5720.0,0.0,0.0,0.0,0
545,16000.0,16000.0,0.0,0.0,0.0,0.0,1550.0,16000.0,0.0,0.0,0.0,0
546,6987.0,6987.0,0.0,0.0,0.0,0.0,1551.0,6987.0,0.0,0.0,0.0,0
547,3372.0,3372.0,0.0,0.0,0.0,0.0,1556.0,3372.0,0.0,0.0,0.0,0
548,2400.0,2400.0,0.0,0.0,0.0,0.0,1561.0,2400.0,0.0,0.0,0.0,0
549,23110.0,23110.0,0.0,0.0,0.0,0.0,1562.0,23110.0,0.0,0.0,0.0,0
550,-1150.0,-1150.0,0.0,0.0,0.0,0.0,1564.0,-1150.0,0.0,0.0,0.0,0
551,3910.0,3910.0,0.0,0.0,0.0,0.0,1566.0,3910.0,0.0,0.0,0.0,0
552,2300.0,2300.0,0.0,0.0,0.0,0.0,1567.0,2300.0,0.0,0.0,0.0,0
553,-1200.0,-1200.0,0.0,0.0,0.0,0.0,1568.0,-1200.0,0.0,0.0,0.0,0
554,11050.0,11050.0,0.0,0.0,0.0,0.0,1573.0,11050.0,0.0,0.0,0.0,0
555,9730.0,9730.0,0.0,0.0,0.0,0.0,1577.0,9730.0,0.0,0.0,0.0,0
556,5370.0,5370.0,0.0,0.0,0.0,0.0,1578.0,5370.0,0.0,0.0,0.0,0
557,4300.0,4300.0,0.0,0.0,0.0,0.0,1579.0,4300.0,0.0,0.0,0.0,0
558,1995.0,0.0,1995.0,0.0,0.0,0.0,1580.0,1995.0,0.0,0.0,0.0,0
559,8000.0,8000.0,0.0,0.0,0.0,0.0,1581.0,8000.0,0.0,0.0,0.0,0
560,3405.0,0.0,3405.0,0.0,0.0,0.0,1587.0,3405.0,0.0,0.0,0.0,0
561,2000.0,2000.0,0.0,0.0,0.0,0.0,1588.0,2000.0,0.0,0.0,0.0,0
562,1425.0,1425.0,0.0,0.0,0.0,0.0,1589.0,1425.0,0.0,0.0,0.0,0
563,1065.0,1065.0,0.0,0.0,0.0,0.0,1590.0,1065.0,0.0,0.0,0.0,0
564,1788.0,1788.0,0.0,0.0,0.0,0.0,1591.0,1788.0,0.0,0.0,0.0,0
565,6720.0,6720.0,0.0,0.0,0.0,0.0,1592.0,6720.0,0.0,0.0,0.0,0
566,1700.0,1700.0,0.0,0.0,0.0,0.0,1597.0,1700.0,0.0,0.0,0.0,0
567,3640.0,3640.0,0.0,0.0,0.0,0.0,1598.0,3640.0,0.0,0.0,0.0,0
568,2525.0,2525.0,0.0,0.0,0.0,0.0,1601.0,2525.0,0.0,0.0,0.0,0
569,1900.0,1900.0,0.0,0.0,0.0,0.0,1612.0,1900.0,0.0,0.0,0.0,0
570,-400.0,-400.0,0.0,0.0,0.0,0.0,1613.0,-400.0,0.0,0.0,0.0,0
571,3700.0,3700.0,0.0,0.0,0.0,0.0,1620.0,3700.0,0.0,0.0,0.0,0
572,5600.0,5600.0,0.0,0.0,0.0,0.0,1621.0,5600.0,0.0,0.0,0.0,0
573,7039.0,7039.0,0.0,0.0,0.0,0.0,1622.0,7039.0,0.0,0.0,0.0,0
574,13856.0,13856.0,0.0,0.0,0.0,0.0,1623.0,13856.0,0.0,0.0,0.0,0
575,5700.0,5700.0,0.0,0.0,0.0,0.0,1629.0,5700.0,0.0,0.0,0.0,0
576,3770.0,3770.0,0.0,0.0,0.0,0.0,1630.0,3770.0,0.0,0.0,0.0,0
577,2850.0,2850.0,0.0,0.0,0.0,0.0,1632.0,2850.0,0.0,0.0,0.0,0
578,2850.0,2850.0,0.0,0.0,0.0,0.0,1633.0,2850.0,0.0,0.0,0.0,0
579,2850.0,2850.0,0.0,0.0,0.0,0.0,1634.0,2850.0,0.0,0.0,0.0,0
580,955.0,955.0,0.0,0.0,0.0,0.0,1639.0,955.0,0.0,0.0,0.0,0
581,0.0,0.0,0.0,0.0,0.0,0.0,1640.0,0.0,0.0,0.0,0.0,0
582,0.0,0.0,0.0,0.0,0.0,0.0,1641.0,0.0,0.0,0.0,0.0,0
583,12690.0,12690.0,0.0,0.0,0.0,0.0,1642.0,12690.0,0.0,0.0,0.0,0
584,0.0,0.0,0.0,0.0,0.0,0.0,1643.0,0.0,0.0,0.0,0.0,0
585,0.0,0.0,0.0,0.0,0.0,0.0,1644.0,0.0,0.0,0.0,0.0,0
586,0.0,0.0,0.0,0.0,0.0,0.0,1645.0,0.0,0.0,0.0,0.0,0
587,0.0,0.0,0.0,0.0,0.0,0.0,1646.0,0.0,0.0,0.0,0.0,0
588,0.0,0.0,0.0,0.0,0.0,0.0,1647.0,0.0,0.0,0.0,0.0,0
589,31600.0,31600.0,0.0,0.0,0.0,0.0,1648.0,31600.0,0.0,0.0,0.0,0
590,9800.0,9800.0,0.0,0.0,0.0,0.0,1650.0,9800.0,0.0,0.0,0.0,0
591,24850.0,24850.0,0.0,0.0,0.0,0.0,1652.0,24850.0,0.0,0.0,0.0,0
592,1155.0,1155.0,0.0,0.0,0.0,0.0,1654.0,1155.0,0.0,0.0,0.0,0
593,1800.0,1800.0,0.0,0.0,0.0,0.0,1657.0,1800.0,0.0,0.0,0.0,0
594,1835.0,1835.0,0.0,0.0,0.0,0.0,1659.0,1835.0,0.0,0.0,0.0,0
595,1570.0,1570.0,0.0,0.0,0.0,0.0,1660.0,1570.0,0.0,0.0,0.0,0
596,2900.0,2900.0,0.0,0.0,0.0,0.0,1667.0,2900.0,0.0,0.0,0.0,0
597,2635.0,2635.0,0.0,0.0,0.0,0.0,1671.0,2635.0,0.0,0.0,0.0,0
598,40000.0,40000.0,0.0,0.0,0.0,0.0,1673.0,40000.0,0.0,0.0,0.0,0
599,3180.0,3180.0,0.0,0.0,0.0,0.0,1675.0,3180.0,0.0,0.0,0.0,0
600,1650.0,1650.0,0.0,0.0,0.0,0.0,1677.0,1650.0,0.0,0.0,0.0,0
601,800.0,800.0,0.0,0.0,0.0,0.0,1678.0,800.0,0.0,0.0,0.0,0
602,2715.0,2715.0,0.0,0.0,0.0,0.0,1680.0,2715.0,0.0,0.0,0.0,0
603,8095.0,8095.0,0.0,0.0,0.0,0.0,1685.0,8095.0,0.0,0.0,0.0,0
604,21590.0,21590.0,0.0,0.0,0.0,0.0,1687.0,21590.0,0.0,0.0,0.0,0
605,15800.0,15800.0,0.0,0.0,0.0,0.0,1689.0,15800.0,0.0,0.0,0.0,0
606,5390.0,5390.0,0.0,0.0,0.0,0.0,1692.0,5390.0,0.0,0.0,0.0,0
607,7320.0,7320.0,0.0,0.0,0.0,0.0,1693.0,7320.0,0.0,0.0,0.0,0
608,2175.0,2175.0,0.0,0.0,0.0,0.0,1694.0,2175.0,0.0,0.0,0.0,0
609,14700.0,14700.0,0.0,0.0,0.0,0.0,1700.0,14700.0,0.0,0.0,0.0,0
610,6105.0,6105.0,0.0,0.0,0.0,0.0,1716.0,6105.0,0.0,0.0,0.0,0
611,10890.0,10890.0,0.0,0.0,0.0,0.0,1717.0,10890.0,0.0,0.0,0.0,0
612,3710.0,3710.0,0.0,0.0,0.0,0.0,1722.0,3710.0,0.0,0.0,0.0,0
613,6005.0,6005.0,0.0,0.0,0.0,0.0,1723.0,6005.0,0.0,0.0,0.0,0
614,1290.0,1290.0,0.0,0.0,0.0,0.0,1724.0,1290.0,0.0,0.0,0.0,0
615,1100.0,1100.0,0.0,0.0,0.0,0.0,1725.0,1100.0,0.0,0.0,0.0,0
616,3500.0,3500.0,0.0,0.0,0.0,0.0,1726.0,3500.0,0.0,0.0,0.0,0
617,-2672.0,-2672.0,0.0,0.0,0.0,0.0,1728.0,-2672.0,0.0,0.0,0.0,0
618,1650.0,1650.0,0.0,0.0,0.0,0.0,1730.0,1650.0,0.0,0.0,0.0,0
619,1040.0,1040.0,0.0,0.0,0.0,0.0,1736.0,1040.0,0.0,0.0,0.0,0
620,1455.0,1455.0,0.0,0.0,0.0,0.0,1737.0,1455.0,0.0,0.0,0.0,0
621,915.0,915.0,0.0,0.0,0.0,0.0,1741.0,915.0,0.0,0.0,0.0,0
622,16371.11,16371.0,0.11,0.0,0.0,0.0,1758.0,16371.11,0.0,0.0,0.0,0
623,-7638.0,-7638.0,0.0,0.0,0.0,0.0,1761.0,-7638.0,0.0,0.0,0.0,0
624,-3405.75,-3405.0,-0.75,0.0,0.0,0.0,1762.0,-3405.75,0.0,0.0,0.0,0
625,-5358.0,-5358.0,0.0,0.0,0.0,0.0,1763.0,-5358.0,0.0,0.0,0.0,0
626,365.0,365.0,0.0,0.0,0.0,0.0,1764.0,365.0,0.0,0.0,0.0,0
627,1560.0,1560.0,0.0,0.0,0.0,0.0,1771.0,1560.0,0.0,0.0,0.0,0
628,490.0,490.0,0.0,0.0,0.0,0.0,1777.0,490.0,0.0,0.0,0.0,0
629,2225.0,2225.0,0.0,0.0,0.0,0.0,1778.0,2225.0,0.0,0.0,0.0,0
630,730.0,730.0,0.0,0.0,0.0,0.0,1779.0,730.0,0.0,0.0,0.0,0
631,380.0,380.0,0.0,0.0,0.0,0.0,1780.0,380.0,0.0,0.0,0.0,0
632,6482.0,6482.0,0.0,0.0,0.0,0.0,1781.0,6482.0,0.0,0.0,0.0,0
633,4905.0,4905.0,0.0,0.0,0.0,0.0,1783.0,4905.0,0.0,0.0,0.0,0
634,3045.0,3045.0,0.0,0.0,0.0,0.0,1784.0,3045.0,0.0,0.0,0.0,0
635,2025.0,2025.0,0.0,0.0,0.0,0.0,1785.0,2025.0,0.0,0.0,0.0,0
636,5450.0,5450.0,0.0,0.0,0.0,0.0,1788.0,5450.0,0.0,0.0,0.0,0
637,38410.0,38410.0,0.0,0.0,0.0,0.0,1789.0,38410.0,0.0,0.0,0.0,0
638,1505.0,1505.0,0.0,0.0,0.0,0.0,1790.0,1505.0,0.0,0.0,0.0,0
639,18340.0,18340.0,0.0,0.0,0.0,0.0,1791.0,18340.0,0.0,0.0,0.0,0
640,11450.0,11450.0,0.0,0.0,0.0,0.0,1792.0,11450.0,0.0,0.0,0.0,0
641,27045.0,27045.0,0.0,0.0,0.0,0.0,1793.0,27045.0,0.0,0.0,0.0,0
642,4310.0,4310.0,0.0,0.0,0.0,0.0,1794.0,4310.0,0.0,0.0,0.0,0
643,6230.0,6230.0,0.0,0.0,0.0,0.0,1795.0,6230.0,0.0,0.0,0.0,0
644,2045.0,2045.0,0.0,0.0,0.0,0.0,1799.0,2045.0,0.0,0.0,0.0,0
